gene_name,gene_id,mean_normal_tissue,se_normal_tissue,mean_TCGA_BRCA_tumor,se_TCGA_BRCA_tumor
DDX11L1,ENSG00000223972.5,0.007247712,6.58E-04,0.010896496,0.003113672
WASH7P,ENSG00000227232.5,4.846911111,0.115287081,2.236160701,0.070106716
MIR6859-1,ENSG00000278267.1,0.021822658,0.005363552,1.323868939,0.058390844
MIR1302-2HG,ENSG00000243485.5,0.018543137,0.002033909,0.005203314,0.000643947
FAM138A,ENSG00000237613.2,0.007115033,8.84E-04,0.001282955,0.000289347
OR4G4P,ENSG00000268020.3,0.041423747,0.002831929,0.002105682,0.001079551
OR4G11P,ENSG00000240361.1,0.053676253,0.003923676,0.00394697,0.002026635
OR4F5,ENSG00000186092.4,0.067617211,0.004684264,0.001261174,0.000493868
RP11-34P13.7,ENSG00000238009.6,0.042926144,0.003367098,0,0
CICP27,ENSG00000233750.3,0.049011983,0.003120978,0.062882292,0.002722088
RP11-34P13.15,ENSG00000268903.1,6.071698257,0.323902442,0,0
RP11-34P13.16,ENSG00000269981.1,9.975940741,0.531433953,0,0
RP11-34P13.14,ENSG00000239906.1,0.362240305,0.030732383,0,0
RP11-34P13.13,ENSG00000241860.6,0.212144227,0.007968561,0,0
RNU6-1100P,ENSG00000222623.1,0.00223268,0.001577019,0.012571212,0.003397686
RP11-34P13.9,ENSG00000241599.1,0.001985621,7.48E-04,0,0
ABC7-43046700E7.1,ENSG00000279928.2,0.157262745,0.010544029,0,0
RP11-34P13.18,ENSG00000279457.4,8.691418301,0.190524217,0,0
MIR6859-2,ENSG00000273874.1,0.01124183,0.005113834,0.446382292,0.029378775
AP006222.2,ENSG00000228463.9,0.828591939,0.03408349,0.111836648,0.011617456
RPL23AP24,ENSG00000236679.2,0.088159259,0.005531571,0.007099527,0.001282253
RP5-857K21.15,ENSG00000236743.1,0.003934205,8.50E-04,0,0
RP4-669L17.2,ENSG00000236601.2,0.029562745,0.002861396,0,0
RP4-669L17.10,ENSG00000237094.11,0.26077342,0.008264603,0,0
WBP1LP7,ENSG00000269732.1,0.092218954,0.006964389,0.000917898,0.000417403
OR4F29,ENSG00000278566.1,0.046735948,0.00408754,0.000658428,0.000221986
CICP7,ENSG00000233653.3,0.014295861,0.001344267,0.000342803,9.59E-05
RP4-669L17.8,ENSG00000250575.1,0.038694771,0.003639057,0,0
U6,ENSG00000278757.1,0.012401525,0.003975908,0.026994223,0.012189459
RP5-857K21.4,ENSG00000230021.8,0.050875817,0.001869009,0,0
RP5-857K21.2,ENSG00000235146.2,0.007434423,0.001910241,0,0
MTND1P23,ENSG00000225972.1,305.7538436,49.80763204,241.3553279,30.04857411
MTND2P28,ENSG00000225630.1,1062.658826,35.89483633,413.392101,12.5681779
MTCO1P12,ENSG00000237973.1,116.4073617,13.88733532,187.8442621,6.208949154
MTCO2P12,ENSG00000229344.1,23.46506754,3.828191679,13.57462936,2.152840159
MTATP8P1,ENSG00000240409.1,21.39027233,1.995994238,7.384293466,3.174304083
MTATP6P1,ENSG00000248527.1,3582.770414,66.871933,1582.830706,27.43320799
MTCO3P12,ENSG00000198744.5,47.86259477,6.866003093,64.30376023,12.94182351
WBP1LP6,ENSG00000268663.1,0.053212854,0.003945043,0.009089489,0.001617593
OR4F16,ENSG00000273547.1,0.041176688,0.002599178,0.00015464,9.09E-05
RP11-206L10.17,ENSG00000283574.1,0,0,0,0
CICP3,ENSG00000229376.3,0.14455207,0.005277025,0.043296402,0.002215686
RP11-206L10.2,ENSG00000228327.3,2.936327233,0.063166333,0,0
RNU6-1199P,ENSG00000223181.1,0.030946623,0.005825722,0.083992519,0.025380558
RP11-206L10.4,ENSG00000229905.1,0.05526841,0.00413868,0,0
RP11-206L10.9,ENSG00000237491.8,0.646659913,0.015958428,0,0
RP11-206L10.8,ENSG00000230092.7,1.612050545,0.045625903,0,0
FAM87B,ENSG00000177757.2,1.103918083,0.031022352,0.302454072,0.011958487
LINC01128,ENSG00000228794.8,7.184610022,0.211817909,3.505064015,0.056365897
LINC00115,ENSG00000225880.5,4.79647146,0.130512729,1.278222727,0.028936476
FAM41C,ENSG00000230368.2,0.108295425,0.006110668,0.022660511,0.001868435
TUBB8P11,ENSG00000234711.1,0.162521133,0.011540404,0.079248106,0.003522571
FAM166AP3,ENSG00000283040.1,0.079074946,0.007093829,0,0
RP11-54O7.16,ENSG00000272438.1,0.369857081,0.032250469,0,0
RP11-54O7.1,ENSG00000230699.2,0.307913072,0.036687014,0,0
RP11-54O7.2,ENSG00000241180.1,0.005686275,0.004020124,0,0
RP11-54O7.3,ENSG00000223764.2,2.320369281,0.125868202,0,0
SAMD11,ENSG00000187634.11,2.511043355,0.120499343,6.193109943,0.304568526
NOC2L,ENSG00000188976.10,58.63712418,0.80896004,59.56711875,0.844870646
KLHL17,ENSG00000187961.13,12.79847277,0.273379901,7.291890436,0.163973228
PLEKHN1,ENSG00000187583.10,4.066333987,0.187677669,5.297943087,0.129067799
PERM1,ENSG00000187642.9,1.477017211,0.071719701,0.489315152,0.016103476
RP11-54O7.17,ENSG00000272512.1,6.151632026,0.25508114,0,0
HES4,ENSG00000188290.10,35.87666231,1.155412605,23.46847945,0.828963338
ISG15,ENSG00000187608.8,44.486061,5.020507431,506.9893307,29.98842391
RP11-54O7.10,ENSG00000231702.2,0.347291939,0.022694592,0,0
RP11-54O7.11,ENSG00000224969.1,0.642847495,0.028200136,0,0
AGRN,ENSG00000188157.14,37.74655556,1.259332395,79.74367491,1.590607817
RP11-465B22.3,ENSG00000217801.9,2.201104357,0.111745228,0,0
RP11-54O7.18,ENSG00000273443.1,0.421063181,0.02811542,0,0
RNF223,ENSG00000237330.2,1.094771024,0.081432066,7.225288447,0.249455624
C1orf159,ENSG00000131591.17,12.58222222,0.288170601,7.979537689,0.148424506
LINC01342,ENSG00000223823.1,0.41729281,0.023866702,0.783515909,0.036011417
MIR200B,ENSG00000207730.3,0.216309804,0.019684247,1.855746023,0.110748474
MIR200A,ENSG00000207607.3,0.159014379,0.017405432,3.433444223,0.163333374
MIR429,ENSG00000198976.1,0.314890196,0.029386145,9.623979545,0.349081479
RP11-465B22.8,ENSG00000272141.1,5.37110915,0.344986813,0,0
TTLL10-AS1,ENSG00000205231.1,0.9734878,0.036034138,0.067087595,0.003592542
TTLL10,ENSG00000162571.13,1.835648802,0.052280975,0.319554545,0.012818495
TNFRSF18,ENSG00000186891.13,3.696801961,0.130472512,25.89300114,1.190066998
TNFRSF4,ENSG00000186827.10,12.24547277,0.411794577,7.912085133,0.226413281
SDF4,ENSG00000078808.16,142.6821786,1.42828465,99.0457304,1.148563265
B3GALT6,ENSG00000176022.4,16.71723747,0.242889191,39.83426705,0.578138737
C1QTNF12,ENSG00000184163.3,3.131007625,0.087107766,1.609249716,0.142431601
RP5-902P8.12,ENSG00000260179.1,0.805247277,0.024276364,0,0
UBE2J2,ENSG00000160087.20,24.4487146,0.243405543,34.06305341,0.396378072
LINC01786,ENSG00000230415.1,5.145980828,0.155375848,2.970492424,0.095585838
SCNN1D,ENSG00000162572.20,9.163203922,0.248511569,4.088262879,0.14462478
ACAP3,ENSG00000131584.18,43.05372549,0.78267349,15.45478949,0.289853897
MIR6726,ENSG00000278073.1,0.066533769,0.01015856,0.008242519,0.003415649
PUSL1,ENSG00000169972.11,15.93908279,0.278354774,12.72816562,0.234198496
INTS11,ENSG00000127054.20,54.60538126,0.761754173,34.16320208,0.418595973
MIR6727,ENSG00000283712.1,0.077330501,0.010792857,0,0
RP5-890O3.9,ENSG00000240731.1,24.60942702,0.524730388,0,0
CPTP,ENSG00000224051.6,28.27541176,0.357837153,45.8485142,0.73073854
TAS1R3,ENSG00000169962.4,0.840989325,0.02468261,2.589465625,0.167388526
DVL1,ENSG00000107404.19,63.30793028,0.748593718,49.80862955,0.893716112
MIR6808,ENSG00000284372.1,0.03950719,0.008588942,0,0
MXRA8,ENSG00000162576.16,169.1714379,3.177628485,136.2335062,3.284237869
AURKAIP1,ENSG00000175756.13,84.91305011,1.157835095,140.2096023,2.750447392
NDUFB4P8,ENSG00000223663.2,0.292518301,0.013819473,0.276896496,0.011173566
CCNL2,ENSG00000221978.11,210.7011547,3.37002358,46.15090966,0.895216077
RP4-758J18.2,ENSG00000224870.6,14.70321351,0.228296049,0,0
MRPL20,ENSG00000242485.5,78.07287582,0.896372719,74.31267775,0.924103375
RP4-758J18.13,ENSG00000272455.1,3.294274946,0.099933598,0,0
ANKRD65,ENSG00000235098.8,14.74859041,0.447402662,9.148937879,0.285528014
RP4-758J18.7,ENSG00000225905.1,2.191785839,0.080594912,0,0
TMEM88B,ENSG00000205116.3,0.291626362,0.014829414,0.222492803,0.01840925
LINC01770,ENSG00000225285.1,4.870167102,0.157042205,7.601875189,0.26376558
VWA1,ENSG00000179403.11,31.73472113,0.751639654,75.4317142,1.481201036
ATAD3C,ENSG00000215915.9,3.571438562,0.15142735,7.59169678,0.26434533
ATAD3B,ENSG00000160072.19,29.38560566,0.504131911,7.532808333,0.180548659
ATAD3A,ENSG00000197785.13,17.50542266,0.27803116,23.39933305,0.459797446
TMEM240,ENSG00000205090.8,3.694930937,0.083833119,1.155325095,0.031776634
SSU72,ENSG00000160075.11,52.89533769,0.513776012,63.90478693,0.733453702
RP5-832C2.5,ENSG00000215014.4,1.053442266,0.02393462,0,0
RP11-345P4.11,ENSG00000274481.1,0.053009804,0.004111323,0,0
FNDC10,ENSG00000228594.3,2.860773203,0.143577268,31.65179242,0.733007546
RP11-345P4.9,ENSG00000272106.1,10.28350545,0.213594937,0,0
MIB2,ENSG00000197530.12,29.32674946,0.549901123,8.318542614,0.173257555
MMP23B,ENSG00000189409.13,0.910659259,0.047992049,0.18320322,0.0082539
CDK11B,ENSG00000248333.8,29.71023965,0.30739916,29.28968769,0.323131771
RP11-345P4.10,ENSG00000272004.1,0.134572113,0.010946135,0,0
SLC35E2B,ENSG00000189339.11,30.06979303,0.76183104,27.44287633,0.534585621
RP11-345P4.6,ENSG00000269737.2,4.829097821,0.190380022,0,0
MMP23A,ENSG00000215914.4,0.815910675,0.025459717,0.770897348,0.0292552
CDK11A,ENSG00000008128.22,23.4481939,0.398267272,0.665646117,0.01389398
RP1-283E3.4,ENSG00000227775.3,8.945407407,0.278301952,0,0
SLC35E2,ENSG00000215790.6,5.683697603,0.15403507,0,0
NADK,ENSG00000008130.15,49.74703704,0.882983586,38.64149337,0.423279809
GNB1,ENSG00000078369.17,196.3588235,1.563638415,252.3037506,2.871288876
RP1-140A9.1,ENSG00000231050.1,0.962842048,0.024215058,0,0
CALML6,ENSG00000169885.9,1.963800871,0.073367506,1.004774811,0.044984367
TMEM52,ENSG00000178821.12,2.146774292,0.0918413,4.832926989,0.207199
CFAP74,ENSG00000142609.17,0.144149237,0.006874983,0.22232661,0.016841011
RP11-547D24.1,ENSG00000233542.1,0.094615904,0.006016055,0,0
GABRD,ENSG00000187730.8,0.893210893,0.031055883,2.612632102,0.085724089
RP11-547D24.3,ENSG00000226969.1,0.021434641,0.002732207,0,0
PRKCZ,ENSG00000067606.16,2.656256863,0.115610661,6.504688447,0.095578609
RP5-892K4.1,ENSG00000271806.1,0.074216993,0.003942767,0,0
PRKCZ-AS1,ENSG00000182873.5,3.93253159,0.136340435,3.716880114,0.072821564
FAAP20,ENSG00000162585.16,11.1723268,0.143540691,10.84761553,0.20294773
RP11-181G12.4,ENSG00000234396.3,0.596471024,0.026675155,0,0
SKI,ENSG00000157933.9,63.42836601,0.86179035,54.56180758,0.94279555
MORN1,ENSG00000116151.13,2.698685621,0.086493216,2.708392898,0.052535183
RP4-713A8.1,ENSG00000272161.1,0.483025708,0.025412458,0,0
RP4-740C4.5,ENSG00000269896.2,2.626141612,0.092141609,0,0
RP4-740C4.7,ENSG00000272420.1,1.565205664,0.045117899,0,0
RER1,ENSG00000157916.19,58.43272331,0.478985867,67.42924792,0.84732731
PEX10,ENSG00000157911.9,15.03498257,0.166653701,13.58620805,0.213322853
PLCH2,ENSG00000149527.17,15.13528867,0.798654584,2.660383807,0.104180585
RP3-395M20.2,ENSG00000224387.1,0.440942919,0.027157433,0,0
RP3-395M20.3,ENSG00000229393.1,0.434734858,0.029366006,0,0
PANK4,ENSG00000157881.13,15.04252723,0.192816363,13.72851383,0.186774366
HES5,ENSG00000197921.5,0.682571242,0.046511486,0.311227557,0.014818983
RP3-395M20.12,ENSG00000272449.1,2.676462309,0.074747189,0,0
RP3-395M20.8,ENSG00000238164.6,3.703228322,0.096284901,0,0
TNFRSF14,ENSG00000157873.17,106.423159,2.014828258,21.86413295,0.434652633
RP3-395M20.7,ENSG00000225931.3,0.450733333,0.017038683,0,0
RP3-395M20.9,ENSG00000228037.1,2.265961002,0.059713493,0,0
FAM213B,ENSG00000157870.14,19.83193246,0.388773543,0,0
MMEL1,ENSG00000142606.15,1.051476035,0.028293138,2.356224811,0.063528574
RP13-436F16.1,ENSG00000237058.1,0.026500871,0.005452298,0,0
TTC34,ENSG00000215912.12,1.448819608,0.060419719,0.532386742,0.019346485
ABC14-1188822O7.1,ENSG00000283259.1,0.130830501,0.009142902,0,0
RP11-740P5.2,ENSG00000233234.1,0.001880174,7.78E-04,0,0
RP11-740P5.3,ENSG00000231630.1,0.001827233,6.20E-04,0,0
ACTRT2,ENSG00000169717.6,0.198049455,0.070600157,0.002611837,0.000944719
LINC00982,ENSG00000177133.10,2.205409804,0.094747161,0,0
PRDM16,ENSG00000142611.16,2.24467756,0.076960946,0.483602083,0.020645706
MIR4251,ENSG00000283572.1,0,0,0.043253409,0.012149259
RP1-163G9.2,ENSG00000226286.1,0.049082789,0.004572339,0,0
RP11-193J6.1,ENSG00000279839.1,0.024637037,0.001941082,0,0
RP11-22L13.1,ENSG00000272235.1,0.031056209,0.003178856,0,0
ARHGEF16,ENSG00000130762.14,10.63030218,0.366908041,17.97116506,0.400981943
RP11-168F9.2,ENSG00000272088.1,0.750337908,0.026666727,0,0
MEGF6,ENSG00000162591.15,38.81586275,1.151277222,14.51419527,0.361167924
MIR551A,ENSG00000207776.1,0,0,0.034947348,0.012242634
RP11-46F15.2,ENSG00000238260.1,2.081767756,0.082861001,0,0
TPRG1L,ENSG00000158109.14,73.18283224,0.763405436,103.7421698,1.140314924
WRAP73,ENSG00000116213.15,23.07188453,0.278016475,10.10991108,0.119147181
TP73,ENSG00000078900.14,1.654116122,0.101902443,2.859433144,0.081920441
RP5-1092A11.5,ENSG00000227589.1,0.010126797,0.001605514,0,0
RP5-1092A11.2,ENSG00000235131.1,0.015157298,0.002574219,0,0
TP73-AS1,ENSG00000227372.11,19.32431808,0.316988637,8.859759754,0.133890145
CCDC27,ENSG00000162592.9,0.052849455,0.009996576,0.090080871,0.003525661
SMIM1,ENSG00000235169.7,3.466274946,0.134038699,9.797378314,0.280972127
LRRC47,ENSG00000130764.9,31.7135512,0.354750967,44.17739612,0.444371685
RN7SL574P,ENSG00000266075.2,0.775450763,0.031112938,1.653138731,0.050502831
RP1-286D6.5,ENSG00000272153.1,5.074655338,0.106624096,0,0
CEP104,ENSG00000116198.12,10.91699782,0.12735524,12.44714091,0.153023288
DFFB,ENSG00000169598.15,6.096823529,0.112058486,6.119034943,0.082968051
C1orf174,ENSG00000198912.10,20.95988453,0.283442466,18.09558239,0.182413933
LINC01134,ENSG00000236423.5,0.276975817,0.011272627,0.476359943,0.013800601
LINC01346,ENSG00000233304.6,0.002509804,3.53E-04,0.009179167,0.00528168
LINC01345,ENSG00000226374.2,0.006321569,0.001278186,0.00473286,0.001451839
EEF1DP6,ENSG00000229280.1,0.01092854,0.002720625,0.035266572,0.003284049
LINC01777,ENSG00000235054.3,0.026041612,0.002592873,0.025762689,0.00519383
RP1-37J18.1,ENSG00000227169.2,0.001687364,8.78E-04,0,0
LINC01646,ENSG00000232596.2,0.003342048,0.001292131,0.003313258,0.00127869
AJAP1,ENSG00000196581.10,0.496866231,0.018138959,0.483460795,0.062254519
RP11-542C10.1,ENSG00000231510.1,0.001195643,6.20E-04,0,0
RP1-58B11.1,ENSG00000260972.1,0.070838998,0.006359802,0,0
RP3-491M17.1,ENSG00000283356.1,0.001807625,0.001063147,0,0
RP11-154H17.1,ENSG00000236948.2,0.066615686,0.004696104,0,0
MIR4417,ENSG00000264341.1,0.001235948,0.001235948,0,0
MIR4689,ENSG00000264101.1,0.002278867,0.002278867,0.19737358,0.017313651
NPHP4,ENSG00000131697.17,8.897958606,0.151784461,4.090600663,0.057109624
KCNAB2,ENSG00000069424.14,7.318553377,0.294311197,4.468476136,0.096439852
CHD5,ENSG00000116254.17,0.261679521,0.013704657,0.272228788,0.045214379
RPL22,ENSG00000116251.9,252.9932462,3.391293527,107.887942,1.442317188
RP1-120G22.11,ENSG00000226944.1,1.447149455,0.048595543,0,0
RNF207,ENSG00000158286.12,11.98244946,0.387191825,4.500077936,0.104133118
ICMT,ENSG00000116237.15,33.75148148,0.407763432,83.40663371,0.88395058
LINC00337,ENSG00000225077.2,0.066710458,0.003662271,0.656303788,0.022791341
HES3,ENSG00000173673.7,0.005006972,0.001115252,0.006562879,0.001213549
GPR153,ENSG00000158292.6,19.42608497,0.685886573,13.74011288,0.332573006
ACOT7,ENSG00000097021.19,10.04076471,0.179064006,32.26827765,0.640465088
HES2,ENSG00000069812.11,0.758283442,0.076807497,4.22027197,0.274340737
ESPN,ENSG00000187017.15,4.898406536,0.270361098,12.24072661,0.378767146
MIR4252,ENSG00000265392.1,0,0,0.249416098,0.02446129
RP1-202O8.2,ENSG00000231868.1,0.211703922,0.015581318,0,0
TNFRSF25,ENSG00000215788.9,20.40523094,0.577485758,6.352371496,0.164839472
PLEKHG5,ENSG00000171680.21,21.49820697,0.559704133,8.271397064,0.193855655
NOL9,ENSG00000162408.10,8.267078431,0.107640002,13.07761515,0.156366626
RNU6-731P,ENSG00000253022.1,0.029708715,0.006153186,0.252363731,0.040415743
RP11-58A11.2,ENSG00000229519.2,0.527688889,0.020451807,0,0
TAS1R1,ENSG00000173662.20,0.23995512,0.00986059,0.317167424,0.039056132
ZBTB48,ENSG00000204859.12,25.91048366,0.444398471,14.54432254,0.204849016
KLHL21,ENSG00000162413.16,35.08886492,0.743820015,27.73742576,0.538465466
PHF13,ENSG00000116273.5,24.31302397,0.418054012,40.85061581,0.452010021
THAP3,ENSG00000041988.15,16.03767102,0.21752834,11.04687538,0.139215389
DNAJC11,ENSG00000007923.15,18.42645969,0.195539531,21.63415473,0.267830311
LINC01672,ENSG00000228750.6,0.007017429,0.00139798,0.007474905,0.001348332
RP11-312B8.1,ENSG00000237436.1,0.32467756,0.012975451,0,0
CAMTA1,ENSG00000171735.18,6.778681917,0.08288324,11.40630047,0.139571717
RP11-312B8.2,ENSG00000227950.1,0.095052505,0.010902757,0,0
RP11-334N17.1,ENSG00000237365.1,0.003785403,0.001196339,0,0
RNU1-8P,ENSG00000207056.1,0.005133333,0.00207579,0.052346212,0.01455331
CAMTA1-IT1,ENSG00000237402.1,0.22524793,0.011287947,0.146887216,0.012023164
RP3-453P22.2,ENSG00000237728.2,0.011503922,0.002121322,0,0
RP4-549F15.1,ENSG00000225126.1,0.459786492,0.02370977,0,0
RP11-338N10.1,ENSG00000270171.1,0.461811983,0.027246055,0,0
RP11-338N10.2,ENSG00000270035.1,1.175138126,0.056652002,0,0
RP11-338N10.3,ENSG00000269978.1,2.396314379,0.11385479,0,0
VAMP3,ENSG00000049245.12,115.6055556,1.157379937,125.622874,1.292168099
RP3-467L1.6,ENSG00000269925.1,3.637122658,0.094149027,0,0
PER3,ENSG00000049246.14,17.37835512,0.584797975,12.49610568,0.273938329
RP3-467L1.4,ENSG00000236266.1,1.672372985,0.071045622,0,0
UTS2,ENSG00000049247.13,0.137672113,0.017834006,0.510181818,0.040669669
TNFRSF9,ENSG00000049249.8,0.083510675,0.006479382,2.036119129,0.080408203
RP5-892F13.2,ENSG00000270330.1,0.006446841,0.001486013,0,0
PARK7,ENSG00000116288.12,192.4842484,1.997762035,293.580441,3.162640205
Y_RNA,ENSG00000200344.1,0.332254902,0.023460412,0.306436174,0.081552032
ERRFI1,ENSG00000116285.12,176.0496514,5.799787707,72.59410369,2.052193469
RP11-431K24.1,ENSG00000238290.1,0.395871024,0.015218742,0,0
CTA-215D11.4,ENSG00000232848.1,0.068907843,0.004034919,0,0
RP11-431K24.2,ENSG00000229305.1,0.010003486,0.001274399,0,0
LINC01714,ENSG00000227634.2,0.041267974,0.003806639,0.143658239,0.010567745
RNU1-7P,ENSG00000200975.1,0.006983224,0.002211572,0.294792614,0.148361381
RP11-431K24.4,ENSG00000233645.1,0.010897168,0.001745597,0,0
RNU6-991P,ENSG00000251977.1,0.003309368,0.001758511,0.039642898,0.007637486
SLC45A1,ENSG00000162426.14,5.487063181,0.093273119,4.14275161,0.111891121
Y_RNA,ENSG00000252254.1,0.169568627,0.014043746,0.306436174,0.081552032
RERE,ENSG00000142599.17,71.63285403,1.005279456,37.92147491,0.520176567
RP5-1115A15.1,ENSG00000232912.5,1.41645817,0.032151852,0,0
SNORA77,ENSG00000221083.1,0.07415207,0.00846889,1.56977197,0.106251186
RP5-1115A15.2,ENSG00000270282.1,0.104091721,0.010195345,0,0
RPL7P11,ENSG00000234619.1,0.098755773,0.005392006,0.357287216,0.061828701
RPL7P7,ENSG00000224315.2,0.088677342,0.005536162,0.226131723,0.033666209
Y_RNA,ENSG00000222511.2,0.024191285,0.005771379,0.306436174,0.081552032
RP4-633I8.3,ENSG00000226545.1,0.02676427,0.004272867,0,0
RP4-633I8.4,ENSG00000228423.2,0.063119172,0.006005909,0,0
RPL23AP19,ENSG00000229716.2,0.021442048,0.003335021,0.088490246,0.005047145
ENO1,ENSG00000074800.13,601.6150327,11.87321673,618.1283254,12.97449076
MIR6728,ENSG00000274258.1,0.092457734,0.013266237,0.352155114,0.029518807
ENO1-IT1,ENSG00000236269.1,0.558602397,0.026357384,0,0
ENO1-AS1,ENSG00000230679.1,1.38677451,0.048085838,0.832263826,0.027063994
RNU6-304P,ENSG00000201725.1,0.0247939,0.004964627,0.339034375,0.018993814
HMGN2P17,ENSG00000238249.2,0.08455207,0.004501494,8.594863731,0.14912023
RP3-477M7.5,ENSG00000232208.2,0.018334641,0.002756798,0,0
RP3-477M7.6,ENSG00000232663.2,0.01580719,0.003310426,0,0
CA6,ENSG00000131686.14,0.401556427,0.119109968,1.283030019,0.286451607
RN7SL451P,ENSG00000265141.2,0.028130719,0.012221378,0.357201136,0.143352309
SLC2A7,ENSG00000197241.3,0.030291285,0.004239805,0.062721117,0.002743452
SLC2A5,ENSG00000142583.17,4.985459259,0.769663317,3.114619318,0.117721989
SCARNA16,ENSG00000252404.1,0.002439216,0.001016163,0,0
GPR157,ENSG00000180758.11,4.749638344,0.106252246,16.95128343,0.339703039
MIR34AHG,ENSG00000228526.6,7.834250109,0.23917987,1.995880398,0.048933283
LINC01759,ENSG00000234546.3,1.336091285,0.045956071,0,0
RP3-510D11.4,ENSG00000281937.1,0.198561874,0.008478666,0,0
H6PD,ENSG00000049239.12,47.98211547,0.795530641,42.45443125,0.654377807
SPSB1,ENSG00000171621.13,39.74338998,0.834213508,41.9628643,0.77770373
RNA5SP40,ENSG00000252956.1,0.023301525,0.005223207,0.136375852,0.016006299
RP13-392I16.1,ENSG00000235263.1,0.811242484,0.294792246,0,0
SLC25A33,ENSG00000171612.6,8.308562092,0.144851376,11.84141951,0.215917122
RP13-15M17.1,ENSG00000231181.1,1.471566013,0.060548906,0,0
TMEM201,ENSG00000188807.12,5.968893246,0.084401237,10.56376506,0.178309725
PIK3CD,ENSG00000171608.15,7.997649237,0.184260377,11.12044744,0.31827666
PIK3CD-AS1,ENSG00000179840.5,0.055643791,0.005279499,0.190011174,0.008073462
RP11-558F24.2,ENSG00000233268.3,0.004512854,0.001169915,0,0
PIK3CD-AS2,ENSG00000231789.2,2.524718954,0.115181668,4.006962973,0.152148902
CLSTN1,ENSG00000171603.16,67.24989107,1.494823433,183.1985107,2.604348886
MZT1P1,ENSG00000271264.1,0.009199782,0.002725128,0.210319792,0.070082554
RP11-84A14.7,ENSG00000280113.2,0.038824837,0.00233813,0,0
CTNNBIP1,ENSG00000178585.14,28.06463617,0.41778198,36.40693977,0.566065577
LZIC,ENSG00000162441.11,14.22639216,0.164265652,36.61680161,0.419369654
RP11-84A14.4,ENSG00000228150.1,0.512559477,0.016737153,0,0
NMNAT1,ENSG00000173614.13,4.442719826,0.058000715,8.484158996,0.116237904
RN7SKP269,ENSG00000202415.1,0.286515251,0.012707475,0.708140436,0.051913669
RP11-84A14.6,ENSG00000283611.1,0.209688889,0.009831966,0,0
MIR5697,ENSG00000265521.1,0,0,0.508521686,0.075024122
RBP7,ENSG00000162444.11,380.1638911,19.15850378,46.98068608,1.499961693
UBE4B,ENSG00000130939.18,19.46497168,0.247207112,26.34308674,0.356857912
RP11-496H15.2,ENSG00000224340.1,0.062538998,0.006216158,0,0
PGAM1P11,ENSG00000233623.2,0.107488235,0.0063911,0.13194214,0.013611682
RNU6-828P,ENSG00000201746.1,0.172171024,0.014656679,0.867253883,0.060387406
KIF1B,ENSG00000054523.17,10.9304488,0.140051947,15.49067083,0.275976681
MIR1273D,ENSG00000264881.1,0.003836601,0.003012351,0,0
RNU6-37P,ENSG00000199562.1,0.143705664,0.013447876,1.316972348,0.123301131
PGD,ENSG00000142657.20,129.5442484,4.020805525,161.0650733,2.423044132
RP4-736L20.3,ENSG00000271989.1,0.031651416,0.005962291,0,0
CENPS,ENSG00000175279.21,8.730427015,0.144911724,2.743161364,0.045521386
CORT,ENSG00000241563.3,1.349094553,0.032057127,0.517480587,0.012982482
DFFA,ENSG00000160049.11,13.88292593,0.155184248,24.74413636,0.34750435
PEX14,ENSG00000142655.12,26.28058824,0.277446192,25.07588996,0.284234318
RN7SL614P,ENSG00000243267.3,0.414596514,0.020899684,0.384577557,0.020656971
CASZ1,ENSG00000130940.14,14.24671895,0.614386757,12.45992595,0.227665496
RP4-734G22.3,ENSG00000272078.1,3.189691503,0.164438217,0,0
HSPE1P24,ENSG00000225158.2,0.002911329,0.001294888,0.006669508,0.001813445
C1orf127,ENSG00000175262.14,0.214852941,0.013437361,0.80039214,0.04486721
CFL1P6,ENSG00000215785.2,0.155367538,0.009223913,0.271751705,0.01064678
TARDBP,ENSG00000120948.16,76.86230937,0.984583925,59.30067348,0.413301994
MASP2,ENSG00000009724.16,5.085159259,0.168763466,1.004019981,0.030402038
RP4-635E18.8,ENSG00000271895.2,30.2113573,0.727662002,0,0
SRM,ENSG00000116649.9,82.63379085,1.739578341,121.4263639,2.058098652
EXOSC10,ENSG00000171824.13,68.78200436,0.887985008,30.82641932,0.33265037
RP4-635E18.7,ENSG00000226849.1,6.518165577,0.168163706,0,0
RP4-635E18.6,ENSG00000230337.1,1.608535512,0.093615665,0,0
MTOR,ENSG00000198793.12,15.16044227,0.206205684,24.68615492,0.320002953
MTOR-AS1,ENSG00000225602.5,0.248753813,0.014054791,0.181309091,0.041229227
RNU6-537P,ENSG00000253086.1,0.018173203,0.004358213,0.119605492,0.030863221
ANGPTL7,ENSG00000171819.4,10.98523551,1.043324907,0.936956723,0.116378262
RNU6-291P,ENSG00000207451.1,0.03178061,0.005986789,0.122414867,0.02391914
RPL39P6,ENSG00000238173.1,0.074192593,0.009013161,0.220439015,0.020550938
UBIAD1,ENSG00000120942.13,9.379825708,0.129871838,21.88620644,0.240439067
UBE2V2P3,ENSG00000238199.1,0.179431155,0.009131884,0.35086875,0.019762951
MTCYBP45,ENSG00000224338.2,0.004971895,0.002078529,0.005198769,0.001262062
DISP3,ENSG00000204624.7,0.113206754,0.006013701,0.99258125,0.066135117
LINC01647,ENSG00000235643.1,0.006319172,0.001048156,0.071461837,0.009194688
