gene_name,gene_id,mean_normal_tissue,se_normal_tissue,mean_TCGA_BRCA_tumor,se_TCGA_BRCA_tumor
CMB9-52H4.1,ENSG00000280089.1,0.034965795,0.005724847,0,0
SHANK2-AS3,ENSG00000171671.6,0.015749891,0.002327755,0.296029924,0.101677537
MIR3664,ENSG00000263744.1,0.008779303,0.002983008,0.308008523,0.090827232
FLJ42102,ENSG00000172900.12,0.007962963,6.60E-04,0,0
DHCR7,ENSG00000172893.15,17.84594989,0.640796376,85.80995294,2.772079019
RP11-660L16.2,ENSG00000254682.1,10.04534052,0.250526567,0,0
NADSYN1,ENSG00000172890.11,20.79686057,0.318711745,13.55645947,0.296649787
MIR6754,ENSG00000278349.1,0.0036878,0.002605217,0.041333523,0.008433826
RP11-684B2.3,ENSG00000254924.2,0.252947495,0.012958241,0,0
KRTAP5-7,ENSG00000244411.3,0.151482571,0.007534599,0.223343182,0.018373157
KRTAP5-8,ENSG00000241233.3,0.262320915,0.009252234,0.25471392,0.019755584
KRTAP5-9,ENSG00000254997.3,0.754584749,0.021269118,0.783378314,0.027823319
KRTAP5-10,ENSG00000204572.9,0.701797386,0.024130618,0.95028589,0.04936452
AP000867.14,ENSG00000248903.1,0.04076122,0.005176183,0,0
KRTAP5-11,ENSG00000204571.6,0.016350327,0.0015656,0.030984943,0.004854669
KRTAP5-14P,ENSG00000249387.1,0,0,0.000373011,0.000373011
OR7E87P,ENSG00000184055.4,0.041136819,0.003529292,0.064910701,0.004694938
UNC93B6,ENSG00000255562.2,0.054366231,0.003381264,0.112022159,0.006226458
OR7E4P,ENSG00000255261.1,0.003455338,9.22E-04,0.041355303,0.005841129
RP11-684B2.5,ENSG00000255415.1,0.004563399,0.001078933,0,0
RPS3AP41,ENSG00000239481.1,0.018418083,0.002505869,0.024108144,0.003199152
SNRPCP14,ENSG00000254805.1,0.022603486,0.003656783,0.073017708,0.011774425
RP11-167J8.3,ENSG00000254972.1,0.028084532,0.003518774,0,0
ENPP7P8,ENSG00000255319.5,0.035668845,0.002704659,0.141190814,0.013880283
FAM86C1,ENSG00000158483.15,3.084096732,0.061057056,0,0
ALG1L9P,ENSG00000254978.2,0.766373856,0.027545129,0.68443589,0.035575367
ALG1L9P,ENSG00000248671.7,0.205890632,0.007722239,0.68443589,0.035575367
ZNF705E,ENSG00000214534.5,0.342210022,0.010181077,0.134728598,0.006676148
DEFB108B,ENSG00000184276.2,0.021095207,0.002358483,0.098489205,0.023040482
RNA5SP342,ENSG00000252902.1,0,0,0.222087595,0.034239001
CTD-2313N18.8,ENSG00000255157.1,0.031115251,0.005171386,0,0
RP11-849H4.2,ENSG00000254469.7,1.411466885,0.031581984,0,0
CTD-2313N18.7,ENSG00000225805.4,0.163372331,0.02072432,0,0
OR7E128P,ENSG00000228915.3,0.405993682,0.018850633,0.819925284,0.034074131
OR7E126P,ENSG00000254593.1,0.343601089,0.015539505,0.466866004,0.033875962
RNF121,ENSG00000137522.17,14.70011111,0.21843006,31.02435559,0.434384477
RP11-757C15.4,ENSG00000255296.1,0.012507843,0.001792779,0,0
IL18BP,ENSG00000137496.17,14.52623094,0.311573915,11.83520417,0.297853924
NUMA1,ENSG00000137497.17,81.00601307,1.705820383,69.14337301,1.21655012
RP11-849H4.4,ENSG00000251143.1,3.37549085,0.098025694,0,0
RNU6-72P,ENSG00000207012.2,0,0,0.372558049,0.108552622
MIR3165,ENSG00000263742.1,0.00117756,0.00117756,1.596300473,0.146500931
LRTOMT,ENSG00000184154.13,4.885762092,0.093214073,8.944104735,0.168332815
LAMTOR1,ENSG00000149357.9,78.50688453,0.849035377,126.1031384,1.593408387
ANAPC15,ENSG00000110200.8,7.759196078,0.110210739,4.862377841,0.071215822
FOLR3,ENSG00000110203.8,0.339240741,0.019842962,0.218296402,0.049757245
RPEP6,ENSG00000257075.1,0.006814597,0.001429161,0.006569886,0.002939276
RP11-807H22.5,ENSG00000256518.3,0.011267538,0.002001634,0,0
RP11-807H22.7,ENSG00000204971.3,0.156230937,0.015939729,0,0
RP11-807H22.6,ENSG00000255860.3,0.045903268,0.006774982,0,0
FOLR1,ENSG00000110195.12,10.07150087,0.920141523,20.67639062,1.93251543
FOLR2,ENSG00000165457.13,32.03637037,1.478878649,23.70452566,0.734714173
INPPL1,ENSG00000165458.13,69.94742919,1.158123758,68.89698049,1.119577106
PHOX2A,ENSG00000165462.5,0.060436819,0.004026033,0.043389489,0.006504947
AP000593.5,ENSG00000228286.3,0.01645207,0.002890967,0,0
AP000593.6,ENSG00000213365.3,0.045942919,0.003898625,0,0
CLPB,ENSG00000162129.12,5.328309368,0.100121566,8.085372348,0.131440919
AP000593.7,ENSG00000255843.1,1.298389542,0.051945853,0,0
RP11-45F15.1,ENSG00000256739.1,0.020769281,0.002608393,0,0
RP11-45F15.2,ENSG00000255672.1,0.014942484,0.002766498,0,0
RP11-7N14.1,ENSG00000256403.1,0.006202832,0.001306138,0,0
ART2BP,ENSG00000237408.1,0.001051852,4.79E-04,0.00318608,0.001640894
ART2P,ENSG00000238048.1,0.007976906,0.001493829,0.033594223,0.003757795
RP11-169D4.3,ENSG00000276109.1,0.161138126,0.012540133,0,0
RP11-169D4.4,ENSG00000274664.1,0.238147712,0.014860333,0,0
LINC01537,ENSG00000227467.3,5.974424837,0.167492896,0.385505682,0.029558652
PDE2A,ENSG00000186642.15,80.27657952,2.288783224,4.116195739,0.125035196
RP11-169D4.2,ENSG00000256633.1,2.110194771,0.088390741,0,0
MIR139,ENSG00000272036.1,0.004680392,0.002360865,0.004759659,0.002222036
RNU7-105P,ENSG00000251919.1,0.006928976,0.00357277,0.04934072,0.020092814
RP11-31L22.3,ENSG00000255808.1,0.014244009,0.001951719,0,0
ARAP1,ENSG00000186635.14,35.63998257,0.593361066,30.55417225,0.513188716
ARAP1-AS1,ENSG00000256007.1,0,0,0.003587216,0.001010717
ARAP1-AS2,ENSG00000245148.2,1.116030719,0.040989509,0.454243277,0.053569024
RPS12P20,ENSG00000244134.1,0.287250109,0.015703487,0.334685133,0.037191952
STARD10,ENSG00000214530.8,40.73718519,1.8786568,242.9515014,8.615862615
Y_RNA,ENSG00000202522.1,0.347683007,0.028358802,0.306436174,0.081552032
MIR4692,ENSG00000265064.1,0,0,0.510718466,0.04516573
ATG16L2,ENSG00000168010.10,19.210878,0.441542122,9.60883892,0.326470083
FCHSD2,ENSG00000137478.14,26.21397603,0.399455326,25.63129981,0.388333337
RNU6-672P,ENSG00000206638.1,0.020339434,0.005357115,0.192711837,0.05008611
AP002381.2,ENSG00000234751.1,0.152456209,0.009540107,4.580318655,0.156971017
RP11-800A3.3,ENSG00000256568.1,0.016791068,0.002469436,0,0
RP11-800A3.2,ENSG00000215841.3,0.56659695,0.035513184,0,0
P2RY2,ENSG00000175591.11,3.02060305,0.122222708,6.242243561,0.199151202
RP11-800A3.4,ENSG00000260401.1,1.750956209,0.086718237,0,0
OR8R1P,ENSG00000256347.1,0.0671061,0.005581837,0.279942898,0.155579648
P2RY6,ENSG00000171631.14,1.12003878,0.049055013,6.164320739,0.223341888
RP11-800A3.7,ENSG00000257038.1,4.677371895,0.127086854,0,0
ARHGEF17,ENSG00000110237.3,51.50753813,0.629273967,25.80292992,0.617633387
RELT,ENSG00000054967.12,4.110546187,0.136454181,3.247964773,0.072982255
FAM168A,ENSG00000054965.10,23.1722244,0.343278544,45.0173715,0.825228094
RP11-809N8.4,ENSG00000256448.5,0.625658606,0.029124307,0,0
RP11-809N8.6,ENSG00000255786.1,0.01914902,0.003613651,0,0
RP11-809N8.5,ENSG00000256148.1,2.874648802,0.182897438,0,0
HMGN2P38,ENSG00000231726.2,0.03434488,0.005166345,0.511571496,0.110336023
AP000860.2,ENSG00000270323.1,0.003143573,0.001317727,0,0
PLEKHB1,ENSG00000021300.13,7.046193464,0.360472744,22.29969157,1.127650488
RAB6A,ENSG00000175582.19,91.00877996,0.901619176,134.605013,3.013222626
RP11-456I15.2,ENSG00000255928.1,0.067910893,0.008310302,0,0
RP11-707G14.1,ENSG00000256034.1,0,0,0,0
MRPL48,ENSG00000175581.13,7.267938998,0.128162729,21.49580568,0.371466414
RN7SKP243,ENSG00000199975.1,0.102551416,0.008799823,0.238503788,0.031041532
CCDC58P5,ENSG00000256681.1,0.033360349,0.003060663,0.121671023,0.018084306
COA4,ENSG00000181924.6,28.90076253,0.372833135,75.90257074,1.466491494
PAAF1,ENSG00000175575.12,7.606381264,0.098244383,12.13965947,0.280273603
RP11-707G14.8,ENSG00000256898.1,0.681349455,0.025259782,0,0
DNAJB13,ENSG00000187726.8,0.153785839,0.007191555,0.324094886,0.014852042
RP11-167N4.2,ENSG00000255847.5,0.124623529,0.008768873,0,0
UCP2,ENSG00000175567.8,52.63346841,1.758889866,224.735761,5.821598087
RP11-167N4.5,ENSG00000256189.1,0.139205011,0.007660622,0,0
RP11-167N4.4,ENSG00000256723.1,0.100697821,0.005297,0,0
UCP3,ENSG00000175564.12,1.661984967,0.075873621,1.550511364,0.045348216
C2CD3,ENSG00000168014.16,6.950555556,0.128861836,13.0683625,0.301811232
RP11-691F15.1,ENSG00000256098.1,0.016581699,0.003378973,0,0
PPME1,ENSG00000214517.9,33.1771024,0.431669493,32.71229072,0.836344217
AP000577.2,ENSG00000280269.1,0.967981264,0.053434323,0.43452339,0.050524179
P4HA3,ENSG00000149380.11,1.605730501,0.066886017,9.386498769,0.225489309
SNORA7,ENSG00000206913.1,2.689046841,0.09943504,0,0
RP11-632K5.3,ENSG00000246211.2,0.009943791,0.001169673,0,0
PGM2L1,ENSG00000165434.7,3.308698039,0.080847928,12.01220066,0.366657322
HNRNPA1P40,ENSG00000212961.4,0.050530719,0.003938989,0.120243939,0.01492606
RP11-702H23.4,ENSG00000254631.5,0.022426797,0.003434636,0,0
MIR548AL,ENSG00000264402.1,9.41E-04,9.41E-04,0.017071875,0.004422461
RP11-632K5.2,ENSG00000255440.1,0.024382353,0.003256014,0,0
KCNE3,ENSG00000175538.10,5.253514597,0.189529569,3.527354735,0.068262795
CYCSP27,ENSG00000255444.1,0.002148584,9.26E-04,0.02962339,0.016205981
RP11-702H23.2,ENSG00000254974.1,0.562679956,0.030720409,0,0
LIPT2,ENSG00000175536.6,2.321239651,0.058050874,3.96469678,0.116229443
AP001372.2,ENSG00000254837.2,4.577262745,0.090244492,9.757075,0.202689382
POLD3,ENSG00000077514.8,9.839832244,0.131975758,20.7835268,0.515890566
RANP3,ENSG00000254500.1,0.056019826,0.005480454,0.184727462,0.022399483
RN7SKP297,ENSG00000223202.1,0.01575098,0.003205373,0.037617708,0.005876489
CHRDL2,ENSG00000054938.15,2.943859477,0.830271926,5.399440057,1.913776654
RP11-864N7.4,ENSG00000279353.1,0.238436166,0.042126808,0,0
MIR4696,ENSG00000265902.1,0,0,0.032915246,0.009200202
RP11-864N7.1,ENSG00000241097.2,0.002670588,9.34E-04,0,0
RP11-864N7.2,ENSG00000227615.1,25.24496514,0.697646633,0,0
RNF169,ENSG00000166439.5,7.383749455,0.14142667,11.05596572,0.298974975
XRRA1,ENSG00000166435.15,4.424507625,0.12172651,5.530310795,0.187390576
AP000560.3,ENSG00000278879.1,0.534601525,0.021625988,0,0
RN7SL239P,ENSG00000242999.3,0.429161438,0.023159667,0.704893277,0.071352996
RP11-147I3.1,ENSG00000241170.2,2.557251852,0.060351961,0,0
SPCS2,ENSG00000118363.11,31.76723312,0.37361738,63.17878958,1.637318471
RNU6-216P,ENSG00000200152.1,0.258978214,0.017922163,1.356690057,0.071514682
NEU3,ENSG00000162139.9,5.197910675,0.105034632,10.75641307,0.276955957
OR2AT2P,ENSG00000234611.1,0.003632462,7.78E-04,0,0
NPM1P50,ENSG00000213333.3,0.024033333,0.001966314,0,0
OR2AT4,ENSG00000171561.3,0.006769499,0.00141304,0.008645833,0.00154611
CTD-2562J17.2,ENSG00000255395.1,0.023001525,0.003719289,0,0
SLCO2B1,ENSG00000137491.14,26.94041612,0.759961798,16.037541,0.37499816
OR2AT1P,ENSG00000254475.1,0.0161061,0.002521018,0.029247159,0.004929221
CTD-2562J17.4,ENSG00000255136.2,0.082167974,0.005606591,0,0
ZDHHC20P3,ENSG00000255460.1,0.00662854,0.001688314,0.009075473,0.001761842
TPBGL,ENSG00000261594.3,0.453024183,0.014922907,1.062422727,0.055574667
CTD-2562J17.7,ENSG00000254429.1,0,0,0,0
CTD-2562J17.6,ENSG00000279117.1,21.14150109,0.568932726,0,0
ARRB1,ENSG00000137486.16,31.76554466,0.455651635,19.59957566,0.70299312
MIR326,ENSG00000199090.1,0.009676253,0.003093128,0.277772159,0.053475103
RPS3,ENSG00000149273.14,504.4442266,10.50576692,719.2757539,22.44586674
SNORD15A,ENSG00000206941.1,0,0,0.054497917,0.007341221
SNORD15B,ENSG00000207445.1,1.465587582,0.058808516,43.60215814,22.48569199
KLHL35,ENSG00000149243.15,1.235379956,0.055331838,5.679225189,0.30863095
GDPD5,ENSG00000158555.14,18.50189978,0.458619347,7.420559091,0.246604473
RP11-939C17.4,ENSG00000254460.1,0.023689978,0.003288365,0,0
SERPINH1,ENSG00000149257.13,86.73727669,2.429124194,155.1889116,3.043599078
CTD-2530H12.4,ENSG00000255326.1,0.731826362,0.020210101,0,0
MAP6,ENSG00000171533.11,2.928527887,0.060821171,3.11717197,0.136781646
CTD-2530H12.8,ENSG00000255434.1,0.43165098,0.014441134,0,0
CTD-2530H12.7,ENSG00000254630.1,0.012456209,0.002319212,0,0
CTD-2530H12.5,ENSG00000255280.1,0.01273159,0.002463391,0,0
MOGAT2,ENSG00000166391.14,1.322436383,0.106579484,4.958558712,0.340356406
RN7SL786P,ENSG00000263993.2,0.00910915,0.002376368,0.651685511,0.260777858
CTD-2530H12.1,ENSG00000247867.2,0.004096078,7.31E-04,0,0
DGAT2,ENSG00000062282.14,155.7050107,13.24752681,12.54724479,0.794789445
CTD-2530H12.2,ENSG00000254826.1,0.347583442,0.057028658,0,0
RP11-535A19.1,ENSG00000254814.1,0.655052941,0.062678155,0,0
RP11-535A19.2,ENSG00000255507.5,0.610740959,0.036298386,0,0
UVRAG,ENSG00000198382.8,27.23330719,0.422535843,21.57238532,0.615732081
Y_RNA,ENSG00000200256.1,0.010545752,0.002942176,0.306436174,0.081552032
Y_RNA,ENSG00000199362.1,0.024882353,0.005339423,0.306436174,0.081552032
PPP1R1AP1,ENSG00000255255.1,0.045000654,0.005744052,0.125901042,0.034063593
RP11-263C24.1,ENSG00000255081.1,0.057730719,0.006162793,0,0
RNA5SP344,ENSG00000223013.1,0.024185403,0.004958614,0.183982197,0.052538716
RP11-263C24.3,ENSG00000254915.1,0.08177146,0.008044736,0,0
CTD-2011F17.2,ENSG00000255421.1,1.549943791,0.061572384,0,0
WNT11,ENSG00000085741.12,30.47268322,1.018649058,9.055234943,0.859311279
RP11-619A14.2,ENSG00000254933.1,1.345445534,0.06516066,0,0
RP11-619A14.3,ENSG00000255362.1,1.084862745,0.03469713,0,0
THAP12,ENSG00000137492.7,35.48601307,0.396853121,26.73703703,0.822510839
RP11-111M22.2,ENSG00000179240.9,0.754080828,0.026129906,0,0
RP11-111M22.4,ENSG00000272301.1,2.559231808,0.101551941,0,0
RP11-111M22.5,ENSG00000271757.1,0.279874292,0.012957543,0,0
RP11-111M22.3,ENSG00000255135.3,9.352196078,0.17564193,0,0
EMSY,ENSG00000158636.16,9.27771024,0.162388831,11.05718504,0.366196283
RP11-672A2.7,ENSG00000254755.1,0.013081481,0.002995953,0,0
RP11-672A2.5,ENSG00000255363.2,1.092128758,0.03161265,0,0
RP11-672A2.6,ENSG00000255479.1,0.523917647,0.024300496,0,0
RP11-672A2.4,ENSG00000254810.1,3.828742702,0.096453395,0,0
AP001189.4,ENSG00000236304.1,9.298667102,0.280202203,0.040227178,0.007381248
LRRC32,ENSG00000137507.11,114.9259913,2.960129558,39.79180256,0.830692422
RP11-672A2.3,ENSG00000254975.1,0.083613508,0.006233884,0,0
GUCY2EP,ENSG00000204529.4,0.261476471,0.038811964,0.166668561,0.044280407
RP11-21L23.4,ENSG00000254632.1,0.49238061,0.057169457,0,0
TSKU,ENSG00000182704.7,95.72610022,3.521121089,105.1474318,5.170892315
RP11-21L23.3,ENSG00000255100.1,3.646594771,0.109807486,0,0
RP11-21L23.2,ENSG00000261578.1,5.139146405,0.321254974,0,0
ACER3,ENSG00000078124.11,9.954649237,0.180782675,16.31214025,0.578082132
CTD-2547H18.1,ENSG00000254988.1,0.1046,0.008249282,0,0
B3GNT6,ENSG00000198488.10,0.043701743,0.024827932,0.051715152,0.007993651
CAPN5,ENSG00000149260.15,10.41801089,0.323681113,6.866792519,0.406894174
OMP,ENSG00000254550.1,0.119359913,0.008143729,0.126855398,0.028452894
MYO7A,ENSG00000137474.19,4.334690414,0.126849006,3.210815625,0.24826723
GDPD4,ENSG00000178795.9,0.097839869,0.005674551,0.17755464,0.035856553
TOMM20P1,ENSG00000224829.3,0.04054902,0.004047174,0.148849527,0.007355587
PAK1,ENSG00000149269.9,18.67234641,0.417053684,66.30558362,5.299419568
RP11-739B23.1,ENSG00000268635.2,0.017866231,0.001259447,0,0
CLNS1A,ENSG00000074201.8,29.89699346,0.375262016,87.66295331,3.118689083
RNU7-59P,ENSG00000238880.1,0.001342702,0.001342702,0.708005114,0.061633315
AQP11,ENSG00000178301.3,2.451669935,0.076713068,5.975711458,0.412827075
RSF1,ENSG00000048649.13,10.67442266,0.158235464,22.58649943,0.844654324
Y_RNA,ENSG00000206816.1,0.262919608,0.023217025,0.306436174,0.081552032
RSF1-IT2,ENSG00000254985.1,0.212988889,0.011046784,0.578244129,0.052339091
FTH1P16,ENSG00000227376.1,2.391185403,0.064837317,7.350179261,0.178448802
RSF1-IT1,ENSG00000255409.1,0.120887582,0.007953109,0.350663068,0.043322286
AP000580.1,ENSG00000219529.2,0.016646187,0.007313789,0.127888163,0.011226128
AAMDC,ENSG00000087884.14,14.49774074,0.175168562,14.21274063,0.604238616
RP11-91P24.7,ENSG00000254459.1,0.810461656,0.028278343,0,0
RP11-91P24.5,ENSG00000254691.1,0.535327233,0.021978237,0,0
RP11-91P24.6,ENSG00000255449.1,0.886926144,0.032203738,0,0
RP11-91P24.1,ENSG00000241782.1,0.896204575,0.03099587,0,0
INTS4,ENSG00000149262.16,11.45223747,0.163824898,20.2816304,0.724531606
RP11-91P24.3,ENSG00000255115.2,0.165125272,0.010158398,0,0
KCTD14,ENSG00000151364.16,6.294609586,0.318344649,2.204189773,0.24586836
RP11-7I15.4,ENSG00000254675.1,0.723214597,0.05075243,0,0
THRSP,ENSG00000151365.2,149.5950214,15.59631242,41.92887822,3.927562282
NDUFC2,ENSG00000151366.12,56.37145969,0.880255087,45.81964356,1.935791367
ALG8,ENSG00000159063.12,16.66694553,0.212820796,75.18294943,3.518360801
RNU6-126P,ENSG00000252494.1,0.096197821,0.012760778,1.445764773,0.227638228
KCTD21-AS1,ENSG00000246174.7,1.358654031,0.035913413,2.333680398,0.207415904
KCTD21,ENSG00000188997.7,7.319991285,0.116252339,17.56745966,0.740386497
USP35,ENSG00000118369.12,9.279810458,0.169055802,10.6807197,0.639926468
GAB2,ENSG00000033327.12,20.99236819,0.336620265,30.03907188,1.671466734
RP11-452H21.1,ENSG00000254420.1,0.367128322,0.016708867,0,0
RP11-452H21.2,ENSG00000254649.1,0.027047712,0.004953726,0,0
RP11-452H21.4,ENSG00000251323.2,1.847624183,0.069584159,0,0
NARS2,ENSG00000137513.9,10.82886057,0.168927117,23.96738816,0.847721703
RP11-843A23.1,ENSG00000255084.1,0.353191285,0.027369755,0,0
RNU6-311P,ENSG00000252033.1,0.004812418,0.002488804,0.015560985,0.00354026
COPS8P3,ENSG00000254697.1,0.003532462,8.96E-04,0.017423106,0.003370595
TENM4,ENSG00000149256.15,0.967399129,0.041326435,3.71139214,0.127220862
RP11-673F18.1,ENSG00000254563.1,0.010356863,0.002369248,0,0
CTD-2337I7.1,ENSG00000255345.1,0.008396514,9.38E-04,0,0
RP11-802F5.1,ENSG00000254885.1,0.013309804,0.002206488,0,0
MIR708,ENSG00000211997.1,0.005947495,0.003241988,0.1928625,0.020284737
MIR5579,ENSG00000266570.1,0,0,0.186908049,0.067317799
RP11-258O13.1,ENSG00000255209.1,7.26E-04,3.57E-04,0,0
RP11-683O4.1,ENSG00000279295.1,0.002881917,0.001106089,0,0
RP11-885L14.1,ENSG00000254471.1,0.006256863,8.76E-04,0,0
CTD-2555I5.1,ENSG00000254434.1,0,0,0,0
RNU6-544P,ENSG00000200146.1,9.30E-04,9.30E-04,0.00784858,0.005617153
ARL6IP1P3,ENSG00000255014.1,0.01227756,0.001697402,0.056600189,0.003469625
RP11-686G23.2,ENSG00000255178.1,0.009639651,0.002398541,0,0
RP11-170L9.1,ENSG00000254437.1,7.07E-04,5.02E-04,0,0
MTND4LP18,ENSG00000254747.1,3.14E-04,3.14E-04,0.031434659,0.016148674
MTND6P25,ENSG00000255316.1,0.001079521,7.99E-04,0.01644517,0.005031153
RP11-876F14.2,ENSG00000270701.1,0,0,0,0
MIR4300HG,ENSG00000245832.6,0.014619608,0.001931363,0.104343371,0.018963402
MIR4300,ENSG00000264110.1,8.91E-04,8.91E-04,0.118422822,0.063271084
RP11-876F14.1,ENSG00000254511.1,0.001321351,7.77E-04,0,0
RP11-179A16.2,ENSG00000255246.1,0.010994553,0.003977069,0,0
RPS28P7,ENSG00000227097.5,101.0841242,2.982015105,1030.582534,33.41889701
FAM181B,ENSG00000182103.4,0.897161438,0.025315753,1.517253598,0.323069314
RP11-718B12.2,ENSG00000255382.1,0.099384749,0.006903346,0,0
RP11-718B12.1,ENSG00000255063.1,0.015081046,0.00159719,0,0
PRCP,ENSG00000137509.10,24.98665795,0.371885581,38.51421752,1.00309389
RP11-718B12.5,ENSG00000254441.1,0.107720915,0.006020114,0,0
DDIAS,ENSG00000165490.12,0.764993028,0.025205826,6.332524148,0.19416313
RP11-659G9.3,ENSG00000254698.1,0.021548148,0.003343208,0,0
RAB30,ENSG00000137502.9,6.870267974,0.126696246,26.73262273,1.027640043
RP11-113K21.1,ENSG00000254522.1,0.034637691,0.004741114,0,0
SNORA70E,ENSG00000207221.1,0.035365795,0.006698318,0.421470928,0.150505525
RAB30-AS1,ENSG00000246067.7,5.800394336,0.083239813,0,0
RP11-113K21.6,ENSG00000279900.1,1.573481046,0.060136684,0,0
RP11-113K21.4,ENSG00000255503.1,0.031754031,0.005703168,0,0
RP11-113K21.3,ENSG00000255010.1,0.228977996,0.014176487,0,0
C1DP5,ENSG00000254965.1,0.63664183,0.04374203,0.315788636,0.012998119
BCAS2P1,ENSG00000255051.1,0.024829847,0.003194914,0.102096212,0.041572101
PCF11,ENSG00000165494.11,27.88892157,0.415408049,22.20725994,0.336914694
RP11-727A23.4,ENSG00000254676.1,3.482732026,0.070569643,0,0
RP11-727A23.5,ENSG00000247137.8,2.171236166,0.041839918,0,0
ANKRD42,ENSG00000137494.13,4.95303268,0.085193579,9.680591098,0.196830561
RP11-727A23.8,ENSG00000255541.1,0.003111111,0.003111111,0,0
RP11-727A23.7,ENSG00000254551.1,0.498890414,0.022981727,0,0
CCDC90B,ENSG00000137500.9,12.54647277,0.14293569,18.19016042,0.281417415
RP11-727A23.10,ENSG00000255234.5,0.198517429,0.013904836,0,0
CYCSP28,ENSG00000255003.1,0.010022658,0.002630627,0.092857765,0.014251887
H19_3,ENSG00000274004.1,0.012696078,0.004179423,0,0
DLG2,ENSG00000150672.16,0.762515251,0.023716368,0.613870833,0.026791604
RP11-160H12.2,ENSG00000255311.5,0.016682135,0.001504531,0,0
RP11-160H12.3,ENSG00000254629.1,0.005448802,0.00114895,0,0
LDHAL6DP,ENSG00000250257.1,0.012671024,0.002239277,0.009137027,0.002677819
HNRNPA1P72,ENSG00000254713.2,0.004972549,9.89E-04,0.010968655,0.001103837
RP11-851M3.1,ENSG00000240174.1,0.005643573,0.001403238,0,0
CTD-2537O9.1,ENSG00000254787.1,0.032568192,0.004404564,0,0
DLG2-AS1_1,ENSG00000274006.1,0.002496078,0.001401396,0,0
DLG2-AS1_2,ENSG00000276179.1,0.001574946,7.91E-04,0,0
AP000857.3,ENSG00000255555.1,0.006176906,0.001609999,0,0
AP000857.2,ENSG00000255396.2,0.005865795,0.001541828,0.04947642,0.017269198
HNRNPCP6,ENSG00000213305.3,0.04783573,0.003143749,0.147430492,0.004961858
RP11-882I15.1,ENSG00000254684.1,0.00636427,0.001491951,0,0
RP11-482L11.1,ENSG00000254897.1,0.01012963,0.001433734,0,0
RNU6-1292P,ENSG00000206583.1,0,0,0.049919223,0.021504217
TMEM126B,ENSG00000171204.12,29.10703704,0.298664249,38.00788163,0.510883758
TMEM126A,ENSG00000171202.6,44.95363834,0.560584961,55.05982547,0.734967038
CREBZF,ENSG00000137504.13,69.84917211,1.310380704,32.95411752,0.610587108
CCDC89,ENSG00000179071.4,1.476801525,0.05173502,1.770479072,0.080947676
SYTL2,ENSG00000137501.17,11.45717712,0.398462652,40.42170142,1.574292335
RP11-700A24.1,ENSG00000279742.1,0.306215686,0.015240271,0,0
CCDC83,ENSG00000150676.12,0.053037255,0.013566111,0.31568892,0.024389667
RP11-90K17.2,ENSG00000255005.1,0.012928105,0.002443928,0,0
SLC25A1P1,ENSG00000254479.1,0.11908061,0.006058161,0.093622727,0.003401659
PICALM,ENSG00000073921.17,162.7865142,2.668253714,105.6078602,1.459953142
RNU6-560P,ENSG00000200877.1,0,0,0.026267708,0.015046876
RP11-12D16.2,ENSG00000254699.1,0.059293682,0.007024724,0,0
FNTAL1,ENSG00000254502.1,0.039966449,0.002786805,0,0
Metazoa_SRP,ENSG00000276669.1,0.003268192,0.001213376,0.879588636,0.03444896
EED,ENSG00000074266.19,11.35717647,0.193089808,10.79507377,0.164526786
RP11-320L11.2,ENSG00000254783.1,2.42449085,0.054325728,0,0
SETP17,ENSG00000255222.1,0.390337691,0.013217106,0.25596553,0.009081913
HIKESHI,ENSG00000149196.15,29.02747277,0.299041742,22.77423636,0.302500064
RN7SL225P,ENSG00000239856.3,0.094922222,0.008913477,0.188648106,0.023261488
CCDC81,ENSG00000149201.9,0.92413268,0.027674022,0.478606818,0.013009403
RP11-317J19.1,ENSG00000254733.1,0.04779281,0.005470654,0,0
PTP4A1P6,ENSG00000254727.1,0.024498039,0.003567116,0.015521402,0.003405399
RP11-762L8.6,ENSG00000278989.1,3.746888453,0.083803016,0,0
ME3,ENSG00000151376.16,32.03727669,0.4452699,11.85452027,0.343414296
CTD-2005H7.1,ENSG00000254731.1,0.563185185,0.021377413,0,0
CTD-2005H7.2,ENSG00000255250.1,0.391791503,0.016080791,0,0
PRSS23,ENSG00000150687.11,47.00859259,1.132600753,87.87195114,4.032374992
AP000654.5,ENSG00000271318.1,0.424714161,0.018673951,0,0
OR7E13P,ENSG00000197882.3,1.343472549,0.052705564,0.208386458,0.03799653
AP000654.4,ENSG00000269895.1,0.318946187,0.014411024,0,0
OR7E2P,ENSG00000255203.1,0.335232026,0.015160737,0.140205682,0.025510534
RP11-736K20.5,ENSG00000255471.1,13.23237821,0.433981165,0,0
RP11-736K20.4,ENSG00000280339.1,20.13236166,0.588483759,0,0
FZD4,ENSG00000174804.3,113.2860305,4.373473869,22.38502225,0.549295703
RP11-736K20.6,ENSG00000246523.7,1.976481699,0.053218252,0,0
HNRNPCP8,ENSG00000254748.1,0.038412636,0.003205214,0.134163258,0.004536088
TMEM135,ENSG00000166575.16,22.45336383,0.355344066,14.76804242,0.31150308
XIAPP2,ENSG00000254843.1,0.069751634,0.005691745,0.124102273,0.035221217
RP11-648O15.2,ENSG00000279836.1,0.023587146,0.003677773,0,0
RP11-680L20.1,ENSG00000213287.3,0.078872549,0.009885697,0,0
